Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2687,903425190,0.23178037960451875,RM,0.9679239650027485,2.797458141182835,Pave,,IR3,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,1.5Fin,6,5,1962,1962,Gable,CompShg,BrkFace,Wd Sdng,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1595.0,1.1996752421186454,GasA,TA,Y,SBrkr,1.1784928433794057,875,-0.11764705882352938,1.7151248758792537,0.0,-0.2520334722678233,2,0,5,-0.16559760788883857,TA,8,Typ,1,Gd,Detchd,1962.0,Unf,2.0,576.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,10,2006,WD ,Normal,220000
2688,903425340,1.8567023418087896,RL,-0.3866826538075703,0.17623534814761688,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2219507177365414,TA,TA,CBlock,TA,TA,Av,ALQ,0.8720799572524077,Unf,-0.3689137607610984,171.0,-0.14626956593700952,GasW,TA,N,SBrkr,-0.4149070811612119,0,-0.11764705882352938,-1.2123897357970037,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,6,Typ,0,,Detchd,1970.0,Unf,2.0,576.0,TA,TA,Y,-0.9506828398842129,1.5825603685644283,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2006,WD ,Normal,129000
2689,903430090,0.23178037960451875,RM,-0.43632863243688597,-1.0159861605084144,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,Gd,CBlock,TA,Fa,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,485.0,-1.3067895491689088,GasA,Gd,Y,SBrkr,-0.28433458327277,634,-0.11764705882352938,0.4310081782443848,0.0,-0.2520334722678233,1,0,2,-0.16559760788883857,Gd,5,Typ,0,,Attchd,1950.0,Unf,1.0,255.0,Fa,TA,Y,1.29905999591062,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2006,WD ,Normal,117000
2690,903430130,-0.5158490128824644,RM,3.287320763804798,-1.4776691678888958,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,693.0,-0.7747269062515635,Grav,Fa,N,FuseA,-1.4436765802022642,0,-0.11764705882352938,-2.2245913716036236,0.0,-0.2520334722678233,1,0,2,-0.16559760788883857,Fa,4,Typ,0,,,0.0,,0.0,0.0,,,N,-0.9506828398842129,0.3066493559743598,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2006,WD ,Normal,52500
2691,903451050,0.23178037960451875,RM,-0.3866826538075703,0.26507175043297243,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,,-0.8005598681826974,TA,TA,BrkTil,TA,Fa,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,596.0,-1.017125015874724,GasA,Po,Y,FuseF,-0.8565974169501458,596,-0.11764705882352938,0.018751469070307038,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Fa,7,Typ,0,,Detchd,1924.0,Unf,2.0,370.0,Fa,Fa,Y,1.121271837107188,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,3.2319529591162075,-0.06675802219656336,,,,-0.19087792627196232,10,2006,WD ,Abnorml,107000
2692,903452090,0.6847658213614329,RM,-0.3866826538075703,-0.35940321396464714,Pave,,Reg,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,,-0.8005598681826974,Fa,Gd,BrkTil,Fa,Fa,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,396.0,-1.5509607450206542,GasA,Gd,Y,SBrkr,-1.5752963787814676,665,-0.11764705882352938,-0.20468095101355321,0.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,7,Typ,0,,Detchd,2001.0,Unf,1.0,390.0,TA,TA,N,-0.9506828398842129,0.9034438111998312,2.3092334618066905,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,MnPrv,,-0.19087792627196232,7,2006,WD ,Normal,116500
2693,903454020,-0.5158490128824644,RM,-0.9004912020354365,-0.007863615225248222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,BrkTil,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,610.0,-0.9815750407430655,GasA,Ex,N,FuseA,-0.9138432475895936,0,-0.11764705882352938,-1.7051561217813322,0.0,-0.2520334722678233,1,0,2,-0.16559760788883857,Gd,4,Typ,0,,,0.0,,0.0,0.0,,,N,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,9,2006,WD ,Abnorml,72000
2694,903454080,0.23178037960451875,RM,-0.9004912020354365,-0.09746349058308017,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,,-0.8005598681826974,TA,TA,BrkTil,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,780.0,-0.5643291730232289,GasA,TA,Y,SBrkr,-1.0680427767239933,596,-0.11764705882352938,-0.09985676356898078,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1.0,198.0,TA,TA,N,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2006,WD ,Normal,119500
2695,903455090,0.23178037960451875,RM,-0.3866826538075703,-0.4426326245153247,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,803.0,-0.5096881904077292,GasA,Ex,Y,SBrkr,-0.9761431723711984,557,-0.11764705882352938,-0.1359085149976505,0.0,-0.2520334722678233,1,1,2,-0.16559760788883857,Gd,6,Typ,0,,Detchd,1951.0,Unf,1.0,297.0,TA,TA,Y,-0.9506828398842129,0.8545251432185003,2.3249690019694875,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,MnPrv,,-0.19087792627196232,7,2006,WD ,Normal,125500
2696,903456060,-0.5158490128824644,RM,-0.3866826538075703,0.15853915470609464,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,BrkTil,TA,Fa,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1007.0,-0.04039387719841201,GasA,Fa,N,SBrkr,-0.05664243278980147,0,-0.11764705882352938,-0.8563542255927941,0.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,6,Typ,1,Gd,Detchd,1922.0,Unf,1.0,210.0,TA,Fa,P,-0.9506828398842129,1.0617636078734023,2.3107091146691605,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2006,WD ,Normal,91000
2697,903456090,1.8567023418087896,RM,-0.3866826538075703,-0.5576064466028814,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,Fa,CBlock,TA,TA,Av,GLQ,0.579854952171333,Unf,-0.3689137607610984,30.0,-1.2138540487416134,GasA,Gd,N,SBrkr,-2.366943601164961,0,8.499999999999998,-1.962121449303525,1.0,-0.2520334722678233,1,0,2,-0.16559760788883857,TA,5,Typ,0,,,0.0,,0.0,0.0,,,N,0.6645810492555176,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2006,WD ,Normal,84500
2698,903458010,-0.5158490128824644,RM,-0.3866826538075703,-0.4426326245153247,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,TA,BrkTil,TA,TA,No,LwQ,0.38095990185385303,Unf,-0.3689137607610984,641.0,-0.09205056178478718,GasA,TA,Y,FuseF,-0.33777379170036936,0,-0.11764705882352938,-1.1358928076848946,0.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,6,Typ,0,,Detchd,1930.0,Unf,1.0,308.0,TA,TA,N,-0.9506828398842129,-1.0821534772425476,2.32435708898193,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2006,ConLI,Family,90000
2699,904100030,0.23178037960451875,RL,0.6285852100337379,0.6347677975237301,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,0.9197983228860865,TA,Fa,CBlock,TA,TA,No,BLQ,0.3587639168852428,Unf,-0.3689137607610984,477.0,-0.5025895558888259,GasA,TA,Y,SBrkr,-0.045134587936525465,341,-0.11764705882352938,0.001469619118686888,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,7,Typ,1,TA,Detchd,1951.0,Unf,1.0,288.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,GdWo,,-0.19087792627196232,6,2006,WD ,Normal,137500
2700,904100090,1.003334441155785,RL,2.138140480585944,0.4189401035872562,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Feedr,Duplex,1Story,6,5,1964,1964,Gable,CompShg,BrkFace,BrkFace,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1921.0,1.8369041355399875,GasA,TA,Y,SBrkr,1.708974414546585,0,-0.11764705882352938,0.9259752760671094,0.0,-0.2520334722678233,2,0,4,3.891437000695665,TA,8,Typ,0,,Detchd,1964.0,Unf,2.0,576.0,TA,TA,Y,-0.9506828398842129,1.3492120169937452,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2006,WD ,Normal,150000
2701,904100170,-1.1612617398535,RL,1.374391703385273,1.800824810580925,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,,-0.8005598681826974,TA,TA,Slab,,,,,-1.3556223614686533,,-0.3689137607610984,0.0,-3.015058239039163,GasA,TA,Y,FuseA,1.2325275975022767,0,-0.11764705882352938,0.4403947845355459,0.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,7,Min1,1,Gd,Attchd,1950.0,RFn,2.0,394.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,2.3255423253911984,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,Shed,5.238950464135267,6,2006,WD ,Normal,131000
2702,904101040,0.8560961095182205,RL,1.0507099176691166,-0.5158501890804952,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,1.1664969898401891,TA,TA,CBlock,TA,TA,Av,BLQ,0.3103641530087687,Rec,2.7122373541691545,468.0,0.08197927624389435,GasA,Ex,Y,FuseF,0.6445586997715763,0,-0.11764705882352938,-0.15409613935957384,0.0,3.967726942690405,1,0,3,-0.16559760788883857,Gd,6,Min2,0,,BuiltIn,1958.0,Unf,1.0,288.0,TA,TA,Y,1.0404937517253081,-1.0821534772425476,2.326228013114412,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2006,WD ,Abnorml,130000
2703,904301410,-0.5158490128824644,RL,-0.6386046316987649,-0.17889069968117857,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,Slab,,,,,-1.3556223614686533,,-0.3689137607610984,0.0,-3.015058239039163,GasA,TA,N,SBrkr,-0.18931799263228868,0,-0.11764705882352938,-0.9884205557088508,0.0,-0.2520334722678233,1,0,2,-0.16559760788883857,TA,6,Typ,1,TA,Detchd,1939.0,Unf,1.0,260.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,2.322657085628944,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2006,WD ,Normal,125000
2704,904302020,-0.5158490128824644,RL,-0.9004912020354365,-1.0475095469986229,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,,-0.8005598681826974,TA,TA,BrkTil,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,830.0,-0.4460308248000225,GasA,Gd,Y,SBrkr,-0.6911910690780675,0,-0.11764705882352938,-1.4856949755318647,0.0,-0.2520334722678233,1,0,2,-0.16559760788883857,TA,4,Typ,0,,Detchd,1936.0,Unf,1.0,180.0,TA,TA,P,-0.9506828398842129,1.0991061023072215,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,1,2006,WD ,Normal,80000
2705,904302030,-1.1612617398535,RL,-0.9004912020354365,-0.950935642762193,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,5,2004,2004,Shed,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,TA,PConc,Gd,Gd,Mn,GLQ,0.6031923919350249,LwQ,2.7124698724348364,190.0,0.10626553818876842,GasA,Ex,Y,SBrkr,-0.06819567085755145,0,-0.11764705882352938,-0.8678645646642541,1.0,-0.2520334722678233,2,0,2,-0.16559760788883857,TA,4,Typ,0,,Detchd,2004.0,Unf,1.0,246.0,TA,TA,Y,-0.9506828398842129,1.1503764782181887,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2006,WD ,Normal,157000
2706,905100030,-1.1612617398535,RL,0.3198284369140738,0.4369344964574148,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.975375347798208,TA,TA,CBlock,TA,TA,No,Rec,0.6445668471663663,Unf,-0.3689137607610984,504.0,0.057631316576694375,GasA,Gd,Y,SBrkr,0.7117252592454973,0,-0.11764705882352938,-0.08644693265868965,0.0,-0.2520334722678233,1,1,3,-0.16559760788883857,TA,6,Typ,1,Po,Attchd,1974.0,Unf,2.0,459.0,TA,TA,Y,-0.9506828398842129,0.9659081224189635,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,10,2006,WD ,Normal,148000
2707,905101330,1.003334441155785,RL,0.1837442745988582,0.35512445950280175,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,,-0.8005598681826974,TA,TA,Slab,,,,,-1.3556223614686533,,-0.3689137607610984,0.0,-3.015058239039163,GasA,TA,Y,SBrkr,0.5148445701262432,0,-0.11764705882352938,-0.28455239376510266,0.0,-0.2520334722678233,2,0,2,3.891437000695665,TA,6,Typ,0,,CarPort,1967.0,Unf,2.0,516.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,Shed,5.238950464126866,10,2006,WD ,Normal,90000
2708,905101450,-1.1612617398535,RL,0.09167031454663827,-0.14036926848264733,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,GLQ,0.7616449075129575,Unf,-0.3689137607610984,396.0,0.07534507589142102,GasA,TA,Y,SBrkr,-0.08270158489509984,0,-0.11764705882352938,-0.8823138702220417,0.0,3.967726942690405,1,0,3,-0.16559760788883857,TA,6,Typ,0,,Attchd,1963.0,RFn,1.0,264.0,TA,TA,Y,1.082088066468934,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,MnPrv,,-0.19087792627196232,2,2006,WD ,Normal,154500
2709,905103130,-1.1612617398535,RL,0.1837442745988582,0.45353324049554294,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,1.3321781094848029,TA,TA,CBlock,TA,TA,Av,ALQ,0.8638343175735929,Unf,-0.3689137607610984,285.0,0.08639952605068452,GasA,TA,Y,SBrkr,-0.09435824027475477,0,-0.11764705882352938,-0.8939228219689753,0.0,3.967726942690405,1,0,3,-0.16559760788883857,TA,6,Typ,1,TA,Attchd,1967.0,Unf,2.0,528.0,TA,TA,Y,1.2318188142183741,0.7106478332585567,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2006,WD ,Normal,153600
2710,905103140,0.8560961095182205,RL,1.2139987195997697,0.533069950279344,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1227560851382712,TA,TA,CBlock,TA,TA,Av,LwQ,0.35715082293279804,ALQ,2.7127139289039963,285.0,0.30491183891037554,GasA,Ex,Y,SBrkr,0.5711500911066236,0,-0.11764705882352938,-0.2279554335151854,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,6,Typ,2,Fa,Attchd,1966.0,RFn,2.0,564.0,TA,TA,Y,1.0251948732458458,0.8760828842577738,2.325730136900155,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2006,WD ,Abnorml,164500
2711,905103180,0.8560961095182205,RL,0.5415620024667336,0.27402260568750286,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1964,1964,Gable,CompShg,HdBoard,Plywood,,-0.8005598681826974,TA,Gd,CBlock,TA,TA,Av,GLQ,0.5384369989627693,Unf,-0.3689137607610984,456.0,-0.25571738304222663,GasA,TA,Y,SBrkr,-0.5008090811846849,0,-0.11764705882352938,-1.2974825053940018,0.0,3.967726942690405,1,0,2,-0.16559760788883857,TA,4,Typ,0,,Attchd,1964.0,Unf,1.0,336.0,TA,TA,Y,0.7894556668736297,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,GdPrv,Shed,5.238950464126866,7,2006,WD ,Normal,132000
2712,905105010,-1.1612617398535,RL,0.3198284369140738,-0.007863615225248222,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,ALQ,0.8588476325410428,Unf,-0.3689137607610984,286.0,0.07534507589142102,GasA,Gd,Y,SBrkr,-0.10899455238549682,0,-0.11764705882352938,-0.9084964437446227,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,6,Typ,0,,Attchd,1966.0,Fin,1.0,286.0,TA,TA,Y,-0.9506828398842129,0.9999444357250109,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,GdWo,,-0.19087792627196232,6,2006,WD ,Abnorml,142500
2713,905106210,-1.1612617398535,RL,0.1837442745988582,0.4938154961496347,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,1.2512729553656674,TA,TA,CBlock,TA,TA,No,BLQ,0.7709754529738992,Unf,-0.3689137607610984,378.0,0.057631316576694375,GasA,TA,Y,SBrkr,0.17066540737927693,0,-0.11764705882352938,-0.6294948948229571,0.0,-0.2520334722678233,1,1,3,-0.16559760788883857,TA,7,Typ,1,Fa,Attchd,1968.0,Unf,1.0,336.0,TA,TA,Y,1.3480428521649692,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2006,WD ,Normal,158000
2714,905107070,0.4810564716684044,RL,0.274730336732763,-0.2772026723314018,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,1.2648029525453692,TA,TA,CBlock,TA,TA,No,ALQ,0.1303611741534773,Unf,-0.3689137607610984,463.0,-0.8264597230453765,GasA,TA,Y,SBrkr,-1.5418484849453533,728,-0.11764705882352938,-0.046569139366830326,0.0,-0.2520334722678233,1,1,3,-0.16559760788883857,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2006,WD ,Normal,149500
2715,905107220,-1.1612617398535,RL,0.1837442745988582,0.10670587686480325,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.3901339745540473,TA,TA,CBlock,TA,TA,No,BLQ,0.09509758368551993,LwQ,2.7128961271269443,0.0,0.330817536670488,GasA,TA,Y,SBrkr,0.8751904631557323,0,-0.11764705882352938,0.07847452749336883,1.0,-0.2520334722678233,1,1,3,-0.16559760788883857,TA,7,Typ,1,TA,Attchd,1967.0,Unf,2.0,512.0,TA,TA,Y,1.2016973437476768,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,MnPrv,,-0.19087792627196232,7,2006,WD ,Normal,165000
2716,905107240,-1.1612617398535,RL,0.45360162501206924,0.2679943172311675,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,Rec,0.6692089421400604,Unf,-0.3689137607610984,891.0,0.9286834097668112,GasA,Gd,Y,SBrkr,1.3782466110195595,0,-0.11764705882352938,0.5885384022191539,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,TA,7,Min1,1,TA,Attchd,1968.0,RFn,2.0,440.0,TA,TA,Y,-0.9506828398842129,1.0419940134157148,2.3247575787714396,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,MnPrv,,-0.19087792627196232,7,2006,WD ,Normal,180000
2717,905107300,0.8560961095182205,RL,0.1837442745988582,-0.4490431672527331,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2621999447937062,TA,TA,CBlock,TA,Gd,Gd,GLQ,0.8761725548989048,Unf,-0.3689137607610984,166.0,-0.14626956593700952,GasA,Fa,Y,SBrkr,-0.16528839794552516,0,-0.11764705882352938,-0.9645202212538779,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,6,Typ,1,Fa,Detchd,1979.0,Unf,2.0,616.0,TA,TA,Y,0.9619258247674528,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,3.2319432199794367,-0.06675802219656336,,GdPrv,,-0.19087792627196232,7,2006,WD ,Normal,160500
2718,905108090,1.003334441155785,RL,0.1837442745988582,0.13307879431899058,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,,-0.8005598681826974,TA,TA,CBlock,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1967.0,1.924593179401357,GasA,TA,Y,SBrkr,1.7798738100888147,0,-0.11764705882352938,0.998532286536811,0.0,-0.2520334722678233,2,0,6,3.891437000695665,TA,10,Typ,0,,Attchd,1977.0,Fin,2.0,580.0,TA,TA,Y,1.044196479005957,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,8,2006,WD ,Normal,156500
2719,905108120,1.003334441155785,RL,0.3198284369140738,-0.18244718924898976,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,1.127055467339951,TA,TA,CBlock,TA,TA,No,Rec,0.5715132007925136,Unf,-0.3689137607610984,1466.0,1.8903405683743808,GasA,TA,Y,SBrkr,1.752342067352783,0,-0.11764705882352938,0.9703476178452709,0.0,-0.2520334722678233,2,0,6,3.891437000695665,TA,10,Typ,0,,Attchd,1977.0,RFn,2.0,586.0,TA,TA,Y,0.4915640806223394,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2006,WD ,Normal,157000
